--------------------------
-- Сбор таблицы товаров ВКонтакте
-- Расчёт выполнен при помощи сервиса https://vk.barkov.net/marketitems.aspx
--------------------------
--------------------------
-- Просматриваемые сообщества:
-- vapcbuild
-- maxxpc
-- bzone54
-- compshop_ru
-- ofosters
-- construct_pc_ekb
-- royal_computers
-- kritos_group
ССЫЛКА НА ТОВАР;НАЗВАНИЕ;ЦЕНА;ОПИСАНИЕ;ДАТА И ВРЕМЯ;ПОДБОРКИ;КАТЕГОРИЯ;СЕКЦИЯ;АРТИКУЛ;ТОВАРОВ В НАЛИЧИИ;НАЛИЧИЕ;НАЗВАНИЕ ГРУППЫ;АДРЕС ГРУППЫ;ФОТО-ПРЕВЬЮ
https://vk.com/market/product/maxxpc-vibranium-pro-167920470-11136048;MaxxPC | VIBRANIUM PRO;250000;Компьютер отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: RYZEN 7 7800X3D	🔸Видеокарта: RTX 5070 Ti 16GB GDDR7	🔸Материнская плата: GIGABYTE B650M AORUS ELITE AX ICE	🔸Оперативная память: DDR5 32GB ADATA XPG Lancer Blade RGB 6000 Mhz	🔸Водяное охлаждения: DeepCool LE360 WH V2	🔸SSD M2: 1TB Samsung 990 EVO Plus (7150/6300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 850W 80+ Gold (12VHPWR)	🔸Корпус: JONSBO MOD-3 Mini White + argb вентиляторы		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;Игровые компьютеры;Компьютеры;;RTX 5070 Ti / RYZEN 7 7800X3D;10;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-26.userapi.com/impg/-SpQ1eUIDrEkxmg725eXLy5BCd2tP5XKoh-kBQ/Ys19oVlkomw.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=97e5969aeff24c8986e3122164cdc08f&c_uniq_tag=HuxcrV5qQWc6lKBH_JjHQZBZlfzAKFa3I6z7bGx3LWc
https://vk.com/market/product/maxxpc-amber-lite-167920470-8668834;MaxxPC | AMBER LITE;290000;Компьютер отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.   		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: RYZEN 7 7800X3D 	🔸Видеокарта: RTX 5080 16GB GDDR7	🔸Материнская плата: MSI B650 GAMING PLUS WIFI	🔸Оперативная память: DDR5 32GB ADATA XPG Lancer Blade RGB 6000 Mhz	🔸Водяное охлаждения: DeepCool LE360 V2 ARGB	🔸SSD M2: 1TB Samsung 990 EVO Plus (7150/6300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 850W (80+ Gold)	🔸Корпус: На выбор (белый / чёрный argb)		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;;Компьютеры;;RYZEN 7 7800X3D / RTX 5080 16GB / 32GB;13;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-19.userapi.com/impg/ktqkbh-gar2E5E52Fpt3EGhz2LplJdHR2AUk6g/1cwEQUm9BeM.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=a81c90bc6f366ee0bd1bb142d5cd2432&c_uniq_tag=Y27788Hf9yit5Oilf2nuH6NLafzZ4iT2ruqe9v9Wb_Y
https://vk.com/market/product/maxxpc-amber-lite-167920470-9777720;MaxxPC | AMBER LITE;298000;Компьютер отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.  		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: RYZEN 7 7800X3D 	🔸Видеокарта: RTX 5080 16GB GDDR7	🔸Материнская плата: MSI MAG B650 TOMAHAWK WIFI	🔸Оперативная память: DDR5 32GB ADATA XPG Lancer Blade RGB 6000 Mhz	🔸Водяное охлаждения: DeepCool LE360 V2 ARGB	🔸SSD M2: 2TB Samsung 990 EVO Plus (7150/6300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 850W (80+ Gold)	🔸Корпус: На выбор (белый/чёрный rgb)		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;;Компьютеры;;RYZEN 7 7800X3D / RTX 5080 16GB;1;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-19.userapi.com/impg/ktqkbh-gar2E5E52Fpt3EGhz2LplJdHR2AUk6g/P9XJ3padoKs.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=90075398b684e116765ee3bc88da8bee&c_uniq_tag=zBZn3e8B5oJ7KP_F4XjYUL66MVfsNhpHMJ7V6k71qJk
https://vk.com/market/product/maxxpc-amber-lite-167920470-9777721;MaxxPC | AMBER LITE;300000;Компьютер отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.   		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: RYZEN 7 7800X3D 	🔸Видеокарта: RTX 5080 16GB GDDR7	🔸Материнская плата: MSI MAG B650 TOMAHAWK WIFI	🔸Оперативная память: DDR5 48GB 6000 Mhz (2x24GB)	🔸Водяное охлаждения: DeepCool LE360 V2 ARGB	🔸SSD M2: 1TB Samsung 990 EVO Plus (7150/6300 Мбайт/сек)	🔸Блок питания: Cougar GEX PRO 850W 80+ Gold (12VHPWR)	🔸Корпус: На выбор		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;;Компьютеры;;RYZEN 7 7800X3D / RTX 5080 16GB;2;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-19.userapi.com/impg/ktqkbh-gar2E5E52Fpt3EGhz2LplJdHR2AUk6g/Zfq6Pvn4hPA.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=1846f22a0277a3950a4438dadf623720&c_uniq_tag=BHlmj4lOYwR6dd32DXWPUVKoGuuMtHEJnDiSuf-35QY
https://vk.com/market/product/maxxpc-amber-lite-167920470-9777722;MaxxPC | AMBER LITE;308000;Компьютер отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.  		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: RYZEN 7 7800X3D 	🔸Видеокарта: RTX 5080 16GB GDDR7	🔸Материнская плата: MSI MAG B650 TOMAHAWK WIFI	🔸Оперативная память: DDR5 48GB 6000 Mhz (2x24GB)	🔸Водяное охлаждения: DeepCool LE360 V2 ARGB	🔸SSD M2: 2TB Samsung 990 EVO Plus (7150/6300 Мбайт/сек)	🔸Блок питания: Cougar GEX PRO 850W 80+ Gold (12VHPWR)	🔸Корпус: На выбор (белый/чёрный rgb)		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;;Компьютеры;;RYZEN 7 7800X3D / RTX 5080 16GB;2;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-19.userapi.com/impg/ktqkbh-gar2E5E52Fpt3EGhz2LplJdHR2AUk6g/E4YlPRvbtSM.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=c6ce4b2d003bdc1ccc0d4b4ca4b53588&c_uniq_tag=ypZFodWQbQtpzQ5y3Lby1UaI39tpnnWu4mwB7_PuTUI
https://vk.com/market/product/maxxpc-sapphire-167920470-8669005;MaxxPC | SAPPHIRE;650000;Самый мощный компьютер, который отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.    		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: RYZEN 9 9950X3D	🔸Видеокарта: RTX 5090 32GB GDDR7	🔸Материнская плата: GIGABYTE X870E AORUS ELITE WIFI7	🔸Оперативная память: 96GB DDR5 G.SKILL DDR5 TRIDENT Z5 RGB	🔸Водяное охлаждения: LIAN LI GALAHAD II LCD 360	🔸SSD M2: 2TB Samsung 9100 PRO (14700/13300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 1000W (80+ Platinum)	🔸Корпус: LIAN LI O11 Dynamic Evo RGB	🔸Вентиляторы: 10 ARGB Вентиляторов (реверсные и обычные)	🔸Райзер для видеокарты		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.D;;;Компьютеры;;RTX 5090 32GB GDDR7 / Ryzen 9 9950X3D;2;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-65.userapi.com/impg/j0tOhZuIy1-QkA3RZ8zMYYltc-H-KD_AMmFYZw/9W5m3CdcgHA.jpg?size=0x400&crop=0,0,1,1&quality=95&sign=1c410d96ecd84d53593c854ca77772e2&c_uniq_tag=87DxBi426Zh8nQUcInF_BYKrMPnB4-IYVwwj5cBfBCI
https://vk.com/market/product/maxxpc-emerald-pro-167920470-9178512;MaxxPC | EMERALD PRO;560000;Компьютер отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.    		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: RYZEN 7 9800X3D	🔸Видеокарта: RTX 5090 32GB GDDR7	🔸Материнская плата: GIGABYTE B850 EAGLE WF7 ICE	🔸Оперативная память: DDR5 48GB RGB 6000 Mhz (2x24GB)	🔸Водяное охлаждения: ARCTIC Liquid Freezer III 360 A-RGB	🔸SSD M2: 1TB Samsung 9100 PRO (14700/13300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 1000W (80+ Platinum)	🔸Корпус: LIAN LI O11 Dynamic EVO RGB + ARGB ВЕНТИЛЯТОРЫ		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;Игровые компьютеры;Компьютеры;;RTX 5090 32GB GDDR7 / RYZEN 7 9800X3D / 48GB DDR5;5;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-39.userapi.com/impg/PiJEILWjdVRcWdpai1G6P0g8xArOD2DV0xwZUQ/2RwYHeQZVaY.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=bc633ecc3f946389e97c9503ed8998f0&c_uniq_tag=s06hXgfG539-G5UKbJGvSzGksWQEskJlTSuCjaAsQfU
https://vk.com/market/product/maxxpc-emerald-167920470-8105895;MaxxPC | EMERALD;550000;Компьютер отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.   		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: Intel Core i9-14900KF	🔸Видеокарта: RTX 5090 32GB GDDR7	🔸Материнская плата: GIGABYTE Z790 AORUS ELITE AX	🔸Оперативная память: DDR5 48GB RGB 6000 Mhz (2x24GB)	🔸Водяное охлаждения: ARCTIC Liquid Freezer III 420 A-RGB	🔸SSD M2: 1TB Samsung 9100 PRO (14700/13300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 1000W (80+ Platinum)	🔸Корпус: LIAN LI O11 Dynamic EVO RGB + ARGB ВЕНТИЛЯТОРЫ		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;Игровые компьютеры;Компьютеры;;RTX 5090 32GB GDDR7 / i9-14900KF / 48GB DDR5;4;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-50.userapi.com/impg/saY2DcBNOBLZDhDFPjWocodHe2al6zHr0s7X4g/MRVWhEdixH8.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=4ad4a10b4b61162fc88f28d2359ef677&c_uniq_tag=hc11TULGNGkIwbz0vwGxALIJ0uJEfReOBeza-h6_h0w
https://vk.com/market/product/maxxpc-sapphire-lite-167920470-8668913;MaxxPC | SAPPHIRE LITE;500000;Самый мощный компьютер, который отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.  		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: Intel Core i7-14700KF	🔸Видеокарта: RTX 5090 32GB GDDR7	🔸Материнская плата: MSI PRO Z790-A MAX WIFI	🔸Оперативная память: 48GB DDR5 G.Skill RIPJAWS M5 NEO RGB 6000 Mhz	🔸Водяное охлаждения: ARCTIC Liquid Freezer III 360 A-RGB	🔸SSD M2: 1TB Samsung 990 EVO Plus (7150/6300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 1000W White Platinum	🔸Корпус: На выбор (подбирается индивидуально) 		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;;Компьютеры;;RTX 5090 / i7-14700KF / 48GB;5;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-83.userapi.com/impg/-iUkpYBIyyL9ZCrAkhxAOpw4my_1Pmu_M4_CHA/gWZwLiIqWd4.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=e2af8ba85fe621eacbf4bf5c0ae2fa5f&c_uniq_tag=3l17__wLOwHJiRNW-wM9bCTH1ntJonsyHfgBvZu60sc
https://vk.com/market/product/maxxpc-emerald-ultra-167920470-8105904;MaxxPC | EMERALD ULTRA;500000;Компьютер отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие. 		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: Ryzen 7 7800X3D	🔸Видеокарта: RTX 5090 32GB GDDR6X	🔸Материнская плата: GIGABYTE B850 GAMING X WIFI6E	🔸Оперативная память: 48GB DDR5 G.Skill RIPJAWS M5 NEO RGB 6000 Mhz	🔸Водяное охлаждения: ARCTIC Liquid Freezer III 360 A-RGB	🔸SSD M2: 1TB Samsung 990 EVO Plus (7150/6300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 1000W 	🔸Корпус: На выбор (Подбирается индвидуально)		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ 		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами 		-Проводим финальное стресс-тестирование перед выдачей Клиенту 		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;Игровые компьютеры;Компьютеры;;RTX 5090 / RYZEN 7 7800X3D / 48GB DDR5;5;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-13.userapi.com/impg/VBVN7O96tW7K7WAjn3M7_HfezZ2K5HprP_DstQ/TJEBaEd0rHE.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=13f76052d414664a9ed0b15d0bbb4b78&c_uniq_tag=b4VVg6B816PZMqi_osFhtx9462X7ESgDObELWXWZJd0
https://vk.com/market/product/maxxpc-amber-ultra-167920470-9164258;MaxxPC | AMBER ULTRA;360000;Компьютер отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.	Также, отлично подойдёт для работы: Монтаж, графика и 3D моделирование. 		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: RYZEN 7 9800X3D	🔸Видеокарта: Palit RTX 5080 GameRock 16GB GDDR7	🔸Материнская плата: GIGABYTE B850 GAMING X WIFI6E	🔸Оперативная память: DDR5 32GB ADATA XPG Lancer Blade RGB 6000 Mhz	🔸Водяное охлаждения: MSI MAG CORELIQUID A13 360 A-RGB	🔸SSD M2: 1TB Samsung 990 EVO Plus (7150/6300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 850W 80+ Gold (12VHPWR)	🔸Корпус: LIAN LI O11 Dynamic EVO RGB + 10 ARGB вентиляторов	🔸Райзер для видеокарты 		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;Игровые компьютеры;Компьютеры;;RTX 5080 / RYZEN 7 9800X3D ;5;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-72.userapi.com/impg/h9kT1Z2p-xXVWl9KL7LO7s0O2XyoZxlh8lhHJQ/deOCx94E5Ck.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=32d648359e4bc4f3e1231a2f1934655c&c_uniq_tag=qfI3bP6CF3bd9NSIJU0_8irjJIviFy8H9RErjtIG4E8
https://vk.com/market/product/maxxpc-emerald-lite-167920470-9298631;MaxxPC | EMERALD LITE;315000;Компьютер отлично потянет все игры в 2к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие.		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: RYZEN 7 7800X3D	🔸Видеокарта: RTX 5080 WHITE 16GB GDDR7	🔸Материнская плата: Gigabyte B650E AORUS ELITE X ICE	🔸Оперативная память: 32GB DDR5 ADATA XPG Lancer RGB 6000 MHz	🔸Водяное охлаждения: MSI MAG CORELIQUID A13 360 A-RGB	🔸SSD M2: 1TB Samsung 990 EVO Plus (7150/6300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 850W 80+ Gold (12VHPWR)	🔸Корпус: MONTECH KING 95 PRO		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;Игровые компьютеры;Компьютеры;;RTX 5080 16GB GDDR7 / RYZEN 7 7800X3D / 32GB DDR5;5;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-83.userapi.com/impg/jEH-bgTLvmyZr43hn9Rqp5T9KYrigkMeK0dojA/1pvaCdmfzsQ.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=7563f62ef602a9e8ceca6084292cffee&c_uniq_tag=YgE6EC_hpjO9AD-8Mqlt4qM6YFO90YKAIEBeFc5BOy4
https://vk.com/market/product/maxxpc-amber-pro-167920470-9168361;MaxxPC | AMBER PRO;290000;Белоснежный компьютер, который отлично потянет все игры в 4к разрешение: Cyberpunk 2077, RDR 2, Hogwarts Legacy, Atomic Heart, Resident Evil 4 и другие. 		Мы используем только новые и качественные комплектующие в наших сборках!		Xapaктеристики:		🔸Пpоцecсор: Intel Core i7-14700KF	🔸Видеокарта: RTX 5080 16GB GDDR7	🔸Материнская плата: ASRock Z790 Pro RS WiFi	🔸Оперативная память: DDR5 32GB ADATA XPG Lancer Blade RGB 6000 Mhz	🔸Водяное охлаждения: MSI MAG CORELIQUID A13 360 A-RGB	🔸SSD M2: 1TB Samsung 990 EVO Plus (7150/6300 Мбайт/сек)	🔸Блок питания: 1STPLAYER NGDP 850W 80+ Gold (12VHPWR)	🔸Корпус: LIAN LI O11 Vision + 5 argb вентиляторов		Все детали можно изменить индивидуально под Вас:	- добавить/увеличить объем SSD, HDD, памяти,	- изменить/улучшить видеокарту, ЦП, корпус и другие компоненты		Преимущества:		-Бесплатная доставка по всей РФ		-На ПК устанавливаем лицензионный Windows 10/11 pro с драйверами		-Проводим финальное стресс-тестирование перед выдачей Клиенту		Полезная информация для клиентов:		🚚Про нашу доставку - https://vk.com/@maxxpc-dostavka		💳Про удобные варианты оплаты - https://vk.com/@maxxpc-sposoby-oplaty		📝О гарантии - https://vk.com/@maxxpc-garantiya		ПК не подошел под ваш запрос? Напишите нам, мы соберём компьютер для вас с нужными параметрами и кастомизируем по внешнему виду.;;Игровые компьютеры;Компьютеры;;RTX 5080 / I7-14700KF / 32GB DDR5;10;в наличии;Игровые компьютеры | MaxxPC;https://vk.com/club167920470;https://sun9-71.userapi.com/impg/1c24scxzf1p4ki-oHPj3T28-w3_spFCYXne3vg/mGaabm4HiiQ.jpg?size=0x400&crop=0.008,0.008,0.984,0.984&quality=95&sign=124106015c97725562330350622ccfe6&c_uniq_tag=QdwEo-QwET_9Uh3cwvl4wGmmPiDH-Tqp1Qmu4ZonMqU
